0.084,	0.016
0.147,	0.153
0.179,	0.321
0.209,	0.491
0.256,	0.644
0.394,	0.706
0.590,	0.710
0.791,	0.709
0.990,	0.710
1.188,	0.712
1.385,	0.715
1.586,	0.714
1.784,	0.716
1.982,	0.718
2.181,	0.719
2.383,	0.717
2.582,	0.718
2.782,	0.718
2.979,	0.721
3.182,	0.718
3.379,	0.721
3.576,	0.724
3.775,	0.725
3.975,	0.725
4.175,	0.725
